Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"2400 Wellesley Dr. NE, Albuquerque, NM 87107",35.107319,-106.607168,1,range_interpolation,2400,Wellesley Dr NE,,,Albuquerque,NM,Bernalillo County,87107,US,TIGER/Line® dataset from the US Census Bureau
"1500 Idalia, Bld B, Bernalillo, NM 87004",35.30004,-106.55114,0.33,place,,,,,Bernalillo,NM,Sandoval County,87004,US,TIGER/Line® dataset from the US Census Bureau
"1216 Carneo , Clovis, NM 88101",34.497241,-103.294978,0.33,place,,,,,Clovis,NM,Curry County,88101,US,TIGER/Line® dataset from the US Census Bureau
"1923 N. Dal Paso, STE B, Hobbs, NM 88240",32.721346,-103.128014,1,rooftop,1923,N Dal Paso St,Ste,B,Hobbs,NM,Lea County,88240,US,Statewide
"1513 W. Fir St , Portales, NM 88130",34.186176,-103.35097,1,range_interpolation,1513,W Fir St,,,Portales,NM,Roosevelt County,88130,US,TIGER/Line® dataset from the US Census Bureau
"200 E. Chisum St, Rosewell, NM 88203",33.375674,-104.519303,1,rooftop,200,E Chisum St,,,Roswell,NM,Chaves County,88203,US,Statewide
"111 Kansas City Rd, Ruidoso, NM 88345",33.351367,-105.661088,1,rooftop,111,Kansas City Rd,,,Ruidoso,NM,Lincoln County,88345,US,City of Ruidoso
"1207 8th st , Alamogordo, NM 88310",32.898103,-105.94696,0.9,rooftop,1207,E 8th St,,,Alamogordo,NM,Otero County,88310,US,Statewide
"865 N. Anthony Dr, Anthony, NM 88021",32.009061,-106.606878,1,rooftop,865,Anthony Dr,,,Anthony,NM,Doña Ana County,88021,US,City of Las Cruces
"317 McCombs, Chaparral, NM 88081",32.021517,-106.408627,0.6,rooftop,317,McCombs Rd,,,Chaparral,NM,Doña Ana County,88081,US,Dona Ana
"215 S. Silver, Deming, NM 88030",32.267128,-107.756969,1,rooftop,215,S Silver Ave,,,Deming,NM,Luna County,88030,US,Statewide
"643 5th St, Fort Sumner, NM 88119",34.472136,-104.243972,0.9,rooftop,643,N 5th St,,,Fort Sumner,NM,De Baca County,88119,US,De Baca
"530 De Moss St, Lordsburg, NM 88045",32.339424,-108.709466,0.6,street_center,,De Moss St,,,Lordsburg,NM,Hidalgo County,88045,US,TIGER/Line® dataset from the US Census Bureau
"2610 N. Silver , Silver City, NM 88061",32.792868,-108.266812,0.9,rooftop,2610,N Silver St,,,Silver City,NM,Grant County,88062,US,Statewide
"214 Neel Ave NW, Socorro, NM 87801",34.058838,-106.898728,0.4,range_interpolation,214,Neel St,,,Socorro,NM,Socorro County,87801,US,TIGER/Line® dataset from the US Census Bureau
"3807 McNutt Rd, Sunland Park, NM 88063",31.813855,-106.595991,1,rooftop,3807,McNutt Rd,,,Sunland Park,NM,Doña Ana County,88063,US,Statewide
"201 East 4th St, Truth or Consequence, NM 87901",33.133877,-107.248979,1,rooftop,201,E 4th Ave,,,Truth Or Consequences,NM,Sierra County,87901,US,Statewide
"1600 North Main, Lovington, NM 88260",32.965547,-103.347867,1,rooftop,1600,N Main St,,,Lovington,NM,Lea County,88260,US,Statewide
"1923 N Dal Paso St, Hobbs, NM 88240",32.721346,-103.128014,1,rooftop,1923,N Dal Paso St,,,Hobbs,NM,Lea County,88240,US,Statewide
"5150 Journal Center Blvd NE, Albuquerque, NM 87109",35.169386,-106.586735,1,rooftop,5150,Journal Center Blvd NE,,,Albuquerque,NM,Bernalillo County,87109,US,Albuquerque
"1721 Rio Rancho Blvd SE, Rio Rancho, NM 87124",35.228642,-106.659325,0.9,range_interpolation,1721,Rio Rancho Blvd SE,,,Rio Rancho,NM,Sandoval County,87124,US,TIGER/Line® dataset from the US Census Bureau
"211 Sudderth Dr, Ruidoso, NM 88345",33.322846,-105.631452,1,rooftop,211,Sudderth Dr,,,Ruidoso,NM,Lincoln County,88345,US,City of Ruidoso
"1202 Highway 60 W bld  d, Socorro, NM 87801",34.036711,-106.911874,1,rooftop,1202,Highway 60 W,,,Socorro,NM,Socorro County,87801,US,Statewide
"1100 Central Ave, Albuquerque, NM 87106",35.082554,-106.636238,1,range_interpolation,1100,Central Ave,,,Albuquerque,NM,Bernalillo County,87106,US,TIGER/Line® dataset from the US Census Bureau
"1901 Redrock Dr, Gallup, NM 87301",35.506515,-108.726527,1,rooftop,1901,Red Rock Dr,,,Gallup,NM,McKinley County,87301,US,Statewide
"183A State Rd 75, Dixon, NM 87527",36.199287,-105.891327,1,rooftop,183,State Road 75,Apt,A,Dixon,NM,Rio Arriba County,87527,US,Statewide
"117 Kansas City Rd,, Ruidoso, NM 88345",33.34972,-105.661432,1,range_interpolation,117,Kansas City Rd,,,Ruidoso,NM,Lincoln County,88345,US,TIGER/Line® dataset from the US Census Bureau
"5000 Balloon Fiesta Pkwy NE, Albuquerque, NM 87121",35.20196,-106.591401,0.46,nearest_rooftop_match,4921,Balloon Fiesta Pkwy NE,,,Albuquerque,NM,Bernalillo County,87113,US,Albuquerque
"5501 Herrera Dr., Santa Fe, NM 87507",35.617061,-106.031863,1,rooftop,5501,Herrera Dr,,,Santa Fe,NM,Santa Fe County,87507,US,City of Santa Fe
"356 9th St, Cimarron, NM 87714",36.510083,-104.915042,0.71,nearest_rooftop_match,360,10th St,,,Cimarron,NM,Colfax County,87714,US,Statewide
"1691 Galisteo St STE D, Santa Fe, NM 87505",35.659731,-105.950897,1,rooftop,1691,Galisteo St,Ste,D,Santa Fe,NM,Santa Fe County,87505,US,City of Santa Fe
"1397 Weimer Rd, Taos, NM 87571",36.368161,-105.577036,1,rooftop,1397,Weimer Rd,,,Taos,NM,Taos County,87571,US,Taos
"13701 Encantado Rd. NE, Albuquerque, NM 87123",35.075267,-106.496005,1,rooftop,13701,Encantado Rd NE,,,Albuquerque,NM,Bernalillo County,87123,US,Albuquerque
"310 S. 2ND STREET, Tucumcari, NM 88401",35.176656,-103.725889,1,rooftop,310,S 2nd St,,,Tucumcari,NM,Quay County,88401,US,Statewide
"300 Wilson St., Clayton, NM 88415",36.454746,-103.193458,1,rooftop,300,Wilson St,,,Clayton,NM,Union County,88415,US,Statewide
"2211 Lomas Blvd, NE, Albuquerque, NM 87106",35.088378,-106.615899,1,rooftop,2211,Lomas Blvd NE,,,Albuquerque,NM,Bernalillo County,87106,US,Albuquerque
"801 E Williams, Fallon, NV 89406",39.475037,-118.766268,1,range_interpolation,801,E Williams Ave,,,Fallon,NV,Churchill County,89406,US,TIGER/Line® dataset from the US Census Bureau
"535 S Humboldt St, Battle Mountain, NV 89820",40.639692,-116.940703,1,rooftop,535,S Humboldt St,,,Battle Mountain,NV,Lander County,89820,US,Lander
"901 Adams Blvd, Boulder City, NV 89005",35.967349,-114.842826,1,rooftop,901,Adams Blvd,,,Boulder City,NV,Clark County,89005,US,Las Vegas
"1600 Medical Pkwy., Carson City, NV 89703",39.199667,-119.784368,0.6,street_center,,Medical Pkwy,,,Carson City,NV,Carson City,89703,US,TIGER/Line® dataset from the US Census Bureau
"800 N Gibson Rd, Ste 101, Henderson, NV 89011",36.071589,-115.027708,0.9,rooftop,800,N Gibson Rd,Ste,101,Henderson,NV,Clark County,89014,US,Henderson
"51 E. Haskell Street, Winnemucca, NV 89445",40.970846,-117.729436,1,range_interpolation,51,E Haskell St,,,Winnemucca,NV,Humboldt County,89445,US,TIGER/Line® dataset from the US Census Bureau
"880 Alder Avenue, Incline Village, NV 89451",39.251553,-119.954396,1,rooftop,880,Alder Ave,,,Incline Village,NV,Washoe County,89451,US,Washoe
"1299 Bertha Howe Avenue, Mesquite, NV 89027",36.809804,-114.116232,1,rooftop,1299,Bertha Howe Ave,,,Mesquite,NV,Clark County,89027,US,Las Vegas
"2001 Errecart Boulevard, Elko, NV 89801",40.823488,-115.73038,1,rooftop,2001,Errecart Blvd,,,Elko,NV,Elko County,89801,US,Elko
"855 6th Street, Lovelock, NV 89419",40.175936,-118.481979,1,rooftop,855,6th St,,,Lovelock,NV,Pershing County,89419,US,Pershing
"1155 Mill St, Reno, NV 89502",39.52614,-119.796133,1,rooftop,1155,Mill St,,,Reno,NV,Washoe County,89502,US,Washoe
"10101 Double R Blvd, Reno, NV 89521",39.435696,-119.760652,1,rooftop,10101,Double R Blvd,,,Reno,NV,Washoe County,89521,US,Washoe
"6125 W Sahara Ave #1B, Las Vegas, NV 89146",36.142847,-115.226276,1,rooftop,6125,W Sahara Ave,#,1B,Las Vegas,NV,Clark County,89146,US,Las Vegas
"755 N. Roop St Ste. 101, Carson City, NV 89701",39.168057,-119.760707,1,rooftop,755,N Roop St,Ste,101,Carson City,NV,Carson City,89701,US,Carson City
"4090 W. Craig Rd, North Las Vegas, NV 89032",36.239617,-115.195111,1,rooftop,4090,W Craig Rd,,,North Las Vegas,NV,Clark County,89032,US,Las Vegas
"5580 W. Flamingo Road, Las Vegas, NV 89103",36.116172,-115.218059,1,rooftop,5580,W Flamingo Rd,,,Las Vegas,NV,Clark County,89103,US,Las Vegas
"310 W. Lake Mead Pkwy., Henderson, NV 89015",36.037281,-114.992424,1,rooftop,310,W Lake Mead Pkwy,,,Henderson,NV,Clark County,89015,US,Henderson
"102 E Lake Mead Pkwy, Henderson, NV 89015",36.038734,-114.984837,1,rooftop,102,E Lake Mead Pkwy,,,Henderson,NV,Clark County,89015,US,Henderson
"8280 West Warm Springs Road, Las Vegas, NV 89113",36.057404,-115.271901,1,rooftop,8280,W Warm Springs Rd,,,Las Vegas,NV,Clark County,89113,US,Las Vegas
"3001 St Rose Pkwy, Henderson, NV 89052",36.004419,-115.115161,1,rooftop,3001,St Rose Pkwy,,,Henderson,NV,Clark County,89052,US,Henderson
"1800 W Charleston Blvd, Las Vegas, NV 89102",36.158737,-115.167397,1,range_interpolation,1800,W Charleston Blvd,,,Las Vegas,NV,Clark County,89102,US,TIGER/Line® dataset from the US Census Bureau
"6 Steptoe Circle, Ely, NV 89301",39.255897,-114.860579,0.6,street_center,,Steptoe Cir,,,Ely,NV,White Pine County,89301,US,TIGER/Line® dataset from the US Census Bureau
"600 Roe Ave., Elmira, NY 14905",42.100853,-76.827541,1,rooftop,600,Roe Ave,,,Elmira,NY,Chemung County,14905,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"31-11 Steinway St, Queens, NY 11103",40.760874,-73.917272,1,rooftop,31-11,Steinway St,,,Astoria,NY,Queens County,11103,US,City of New York
"191-20 Northern Blvd, Queens, NY 11358",40.757668,-73.790308,1,rooftop,191-20,Northern Blvd,,,Flushing,NY,Queens County,11358,US,City of New York
"321 East Albany Street, Herkimer, NY 13350",43.024072,-74.990914,0.7,range_interpolation,321,W Albany St,,,Herkimer,NY,Herkimer County,13350,US,TIGER/Line® dataset from the US Census Bureau
"\n125 Main Street, Oneonta, NY 13820",42.461688,-75.096727,1,place,,,,,Oneonta,NY,Otsego County,13820,US,TIGER/Line® dataset from the US Census Bureau
"39 Pearl Street, Sidney, NY 13838",42.304649,-75.394867,0.9,rooftop,39,Pearl St W,,,Sidney,NY,Delaware County,13838,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1 Atwell Rd, Cooperstown, NY 13326",42.69525,-74.923045,1,rooftop,1,Atwell Rd,,,Cooperstown,NY,Otsego County,13326,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"8712 4th Ave, Brooklyn, NY 11209",40.621768,-74.028983,1,rooftop,8712,4th Ave,,,Brooklyn,NY,Kings County,11209,US,City of New York
"1757 Sunrise Hwy, Bay Shore, NY 11706",40.738112,-73.24082,0.6,rooftop,1757,Sunrise Service Rd,,,Bay Shore,NY,Suffolk County,11706,US,Suffolk
"1850 Sunrise Hwy, Bay Shore, NY 11706",40.737743,-73.235494,0.6,rooftop,1850,Sunrise Service Rd,,,Bay Shore,NY,Suffolk County,11706,US,Suffolk
"2146 Bartow Ave, The Bronx, NY 10475",40.868394,-73.825466,1,rooftop,2146,Bartow Ave,,,Bronx,NY,Bronx County,10475,US,City of New York
"42-01 Bell Blvd, Queens, NY 11361",40.762557,-73.770295,1,rooftop,42-1,Bell Blvd,,,Bayside,NY,Queens County,11361,US,City of New York
"1243 Fulton St, Brooklyn, NY 11216",40.680655,-73.952048,1,range_interpolation,1243,Fulton St,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
"2459 Merrick Rd, Bellmore, NY 11710",40.662108,-73.535015,1,rooftop,2459,Merrick Rd,,,Bellmore,NY,Nassau County,11710,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2175 86th St, Brooklyn, NY 11214",40.60229,-73.99405,1,rooftop,2175,86th St,,,Brooklyn,NY,Kings County,11214,US,City of New York
"2183A Ralph Ave, Brooklyn, NY 11234",40.626619,-73.917309,1,rooftop,2183,Ralph Ave,Apt,A,Brooklyn,NY,Kings County,11234,US,City of New York
"457 Atlantic Ave, Brooklyn, NY 11217",40.686118,-73.982304,1,rooftop,457,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
"704 Brighton Beach Ave, Brooklyn, NY 11235",40.577654,-73.960529,1,range_interpolation,704,Brighton Beach Ave,,,Brooklyn,NY,Kings County,11235,US,TIGER/Line® dataset from the US Census Bureau
"21 Graham Ave, Brooklyn, NY 11206",40.701918,-73.942476,1,rooftop,21,Graham Ave,,,Brooklyn,NY,Kings County,11206,US,City of New York
"399 Knickerbocker Ave, Brooklyn, NY 11237",40.700133,-73.920443,1,rooftop,399,Knickerbocker Ave,,,Brooklyn,NY,Kings County,11237,US,City of New York
"1400 Washington Ave \nColonial Quad parking lot, accessible from main UAlbany entry, off Washington A, Albany, NY 12206",42.689499,-73.820235,0.9,rooftop,1400,Washington Ave,,,Albany,NY,Albany County,12203,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"235 Glen Cove Rd, Carle Place, NY 11514",40.749145,-73.617108,1,rooftop,235,Glen Cove Rd,,,Carle Place,NY,Nassau County,11514,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"330 Court Street, Brooklyn, NY 11231",40.682856,-73.995827,1,rooftop,330,Court St,,,Brooklyn,NY,Kings County,11231,US,City of New York
"2 Coulter Road, Clifton Springs, NY 14432",42.959653,-77.136433,1,rooftop,2,Coulter Rd,,,Clifton Springs,NY,Ontario County,14432,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"228 Court St, Brooklyn, NY 11201",40.686295,-73.994162,1,rooftop,228,Court St,,,Brooklyn,NY,Kings County,11201,US,City of New York
"6500 Jericho Turnpike, Commack, NY 11725",40.841952,-73.292695,1,rooftop,6500,Jericho Tpke,,,Commack,NY,Suffolk County,11725,US,Suffolk
"711 Troy Schenectady Rd, Latham, NY 12110",42.758327,-73.777452,1,rooftop,711,Troy Schenectady Rd,,,Latham,NY,Albany County,12110,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"159 Barnegat Rd., Poughkeepsie, NY 12601",41.650016,-73.935375,1,rooftop,159,Barnegat Rd,,,Poughkeepsie,NY,Dutchess County,12601,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"901 Sunrise Hwy, Copiague, NY 11726",40.689331,-73.406937,1,rooftop,901,Sunrise Hwy,,,Copiague,NY,Suffolk County,11726,US,Suffolk
"37-26 Junction Blvd, Queens, NY 11368",40.750768,-73.870544,0.9,rooftop,37-26,Junction Blvd,,,Jackson Heights,NY,Queens County,11372,US,City of New York
"256 Utica Ave, Brooklyn, NY 11213",40.669931,-73.931162,1,rooftop,256,Utica Ave,,,Brooklyn,NY,Kings County,11213,US,City of New York
"7 Hatfield Lane, Goshen, NY 10924",41.393303,-74.338591,1,rooftop,7,Hatfield Ln,,,Goshen,NY,Orange County,10924,US,Orange
"2 Centerock Rd, West Nyack, NY 10994",41.094209,-73.978619,1,rooftop,2,Centerock Rd,,,West Nyack,NY,Rockland County,10994,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"32645 Main Rd, Cutchogue, NY 11935",41.021791,-72.478343,1,rooftop,32645,Main Rd,,,Cutchogue,NY,Suffolk County,11935,US,Suffolk
"1930 Deer Park Ave, Deer Park, NY 11729",40.762894,-73.330624,1,rooftop,1930,Deer Park Ave,,,Deer Park,NY,Suffolk County,11729,US,Suffolk
"22-48 31st St, Queens, NY 11105",40.775198,-73.912114,1,rooftop,22-48,31st St,,,Astoria,NY,Queens County,11105,US,City of New York
"1500 NY-9D, Wappingers Falls, NY 12590",41.527901,-73.961511,1,rooftop,1500,State Rte 9D,,,Wappingers Falls,NY,Dutchess County,12590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"216 E 14th St, New York, NY 10003",40.732823,-73.986497,1,rooftop,216,E 14th St,,,New York,NY,New York County,10003,US,City of New York
"68 E 161 St, The Bronx, NY 10451",40.827344,-73.925365,1,rooftop,68,E 161st St,,,Bronx,NY,Bronx County,10451,US,City of New York
"212 E 23rd St, New York, NY 10010",40.738365,-73.982446,1,rooftop,212,E 23rd St,,,New York,NY,New York County,10010,US,City of New York
"561 3rd Ave, New York, NY 10016",40.747718,-73.976446,1,rooftop,561,3rd Ave,,,New York,NY,New York County,10016,US,City of New York
"952 2nd Ave, New York, NY 10022",40.755045,-73.968129,1,rooftop,952,2nd Ave,,,New York,NY,New York County,10022,US,City of New York
"1150 3rd Ave, New York, NY 10065",40.766796,-73.962984,1,rooftop,1150,3rd Ave,,,New York,NY,New York County,10065,US,City of New York
"1143 Lexington Ave, New York, NY 10021",40.775133,-73.958604,0.9,rooftop,1143,Lexington Ave,,,New York,NY,New York County,10075,US,City of New York
"336 East 86th St, New York, NY 10028",40.777166,-73.950464,1,rooftop,336,E 86th St,,,New York,NY,New York County,10028,US,City of New York
"1500 Lexington Ave, New York, NY 10029",40.786284,-73.95081,1,rooftop,1500,Lexington Ave,,,New York,NY,New York County,10029,US,City of New York
"1919 Hempstead Turnpike, East Meadow, NY 11554",40.724596,-73.564912,1,rooftop,1919,Hempstead Tpke,,,East Meadow,NY,Nassau County,11554,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2280a N Ocean Ave, Farmingville, NY 11738",40.827322,-73.023771,1,rooftop,2280,N Ocean Ave,Apt,A,Farmingville,NY,Suffolk County,11738,US,Suffolk
"24 Broad St, New York, NY 10005",40.70641,-74.011169,1,range_interpolation,24,Broad St,,,New York,NY,New York County,10005,US,TIGER/Line® dataset from the US Census Bureau
"2125 Nostrand Ave, Brooklyn, NY 11210",40.633547,-73.947561,1,rooftop,2125,Nostrand Ave,,,Brooklyn,NY,Kings County,11210,US,City of New York
"388 E Fordham Rd, The Bronx, NY 10458",40.861678,-73.891847,1,rooftop,388,E Fordham Rd,,,Bronx,NY,Bronx County,10458,US,City of New York
"812 Forest Ave, Staten Island, NY 10310",40.62882,-74.116359,1,rooftop,812,Forest Ave,,,Staten Island,NY,Richmond County,10310,US,City of New York
"70-49 Austin St, Queens, NY 11375",40.720468,-73.845325,1,rooftop,70-49,Austin St,,,Forest Hills,NY,Queens County,11375,US,City of New York
"1153 Broadway, New York, NY 10001",40.744324,-73.989067,1,rooftop,1153,Broadway,,,New York,NY,New York County,10001,US,City of New York
"555 Madison Ave, New York, NY 10022",40.761333,-73.972874,1,rooftop,555,Madison Ave,,,New York,NY,New York County,10022,US,City of New York
"30 Franklin Ave, Franklin Square, NY 11010",40.706645,-73.67669,1,rooftop,30,Franklin Ave,,,Franklin Square,NY,Nassau County,11010,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"61-18 188th St, Queens, NY 11365",40.740018,-73.786536,1,rooftop,61-18,188th St,,,Fresh Meadows,NY,Queens County,11365,US,City of New York
"138 Fulton St, New York, NY 10038",40.710376,-74.008248,1,rooftop,138,Fulton St,,,New York,NY,New York County,10038,US,City of New York
"Weyman Ave, New Rochelle, NY 10805",40.898136,-73.790389,1,street_center,,Weyman Ave,,,New Rochelle,NY,Westchester County,10805,US,TIGER/Line® dataset from the US Census Bureau
"259-25 Union Turnpike, Glen Oaks, NY 11004",40.747085,-73.712307,1,rooftop,259-25,Union Tpke,,,Glen Oaks,NY,Queens County,11004,US,City of New York
"801 Broadway, Amityville, NY 11701",40.702399,-73.426495,1,rooftop,801,Broadway,,,Amityville,NY,Suffolk County,11701,US,Suffolk
"3701 Broadway, Astoria, NY 11103",40.759762,-73.920388,1,rooftop,37-1,Broadway,,,Astoria,NY,Queens County,11103,US,City of New York
"603B E Main St, Bay Shore, NY 11706",40.728963,-73.228818,1,rooftop,603,E Main St,Apt,B,Bay Shore,NY,Suffolk County,11706,US,Suffolk
"4119 Bell Blvd, Bayside, NY 11361",40.763048,-73.770512,1,rooftop,41-19,Bell Blvd,,,Bayside,NY,Queens County,11361,US,City of New York
"2640 Merrick Rd, N Bellmore, NY 11710",40.662955,-73.527835,1,rooftop,2640,Merrick Rd,,,Bellmore,NY,Nassau County,11710,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1445 Richmond Ave, Staten Island, NY 10314",40.611807,-74.157454,1,rooftop,1445,Richmond Ave,,,Staten Island,NY,Richmond County,10314,US,City of New York
"98 Jericho Tpke, Commack, NY 11725",40.842465,-73.300579,0.6,street_center,,Jericho Tpke,,,Commack,NY,Suffolk County,11725,US,TIGER/Line® dataset from the US Census Bureau
"30 Hamilton St, Dobbs Ferry, NY 10522",40.924221,-73.823176,0.4,rooftop,30,Hamilton Ave,,,Mount Vernon,NY,Westchester County,10552,US,Westchester
"1700 Hylan Blvd, Staten Island, NY 10305",40.587117,-74.091332,1,rooftop,1700,Hylan Blvd,,,Staten Island,NY,Richmond County,10305,US,City of New York
"1555 1st Ave, New York, NY 10028",40.77361,-73.951982,0.9,rooftop,1555,1st Ave,,,New York,NY,New York County,10075,US,City of New York
"4199 Jericho Tpke, East Northport, NY 11731",40.841018,-73.31395,1,rooftop,4199,Jericho Tpke,,,East Northport,NY,Suffolk County,11731,US,Suffolk
"4316 Amboy Rd, Staten Island, NY 10312",40.54559,-74.159397,1,rooftop,4316,Amboy Rd,,,Staten Island,NY,Richmond County,10312,US,City of New York
"1912 Jericho Tpke, East Northport, NY 11731",40.837283,-73.332318,1,rooftop,1912,Jericho Tpke,,,East Northport,NY,Suffolk County,11731,US,Suffolk
"10229 Queens Blvd, Forest Hills, NY 11375",40.725655,-73.850539,1,rooftop,102-29,Queens Blvd,,,Forest Hills,NY,Queens County,11375,US,City of New York
"125 Greaves Ln, Staten Island, NY 10308",40.553445,-74.14408,1,rooftop,125,Greaves Ln,,,Staten Island,NY,Richmond County,10308,US,City of New York
"46 Great Neck Rd, Great Neck, NY 11021",40.78549,-73.727417,1,rooftop,46,Great Neck Rd,,,Great Neck,NY,Nassau County,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"30 Glen Cove Rd, Greenvale, NY 11548",40.810287,-73.628176,1,rooftop,30,Glen Cove Rd,,,Greenvale,NY,Nassau County,11548,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"41 E 8th St, New York, NY 10003",40.731401,-73.994063,1,rooftop,41,E 8th St,,,New York,NY,New York County,10003,US,City of New York
"80 E Montauk Hwy, Hampton Bays, NY 11946",40.879197,-72.519432,1,rooftop,80,E Montauk Hwy,,,Hampton Bays,NY,Suffolk County,11946,US,Suffolk
"19 W Jericho Tpke, Huntington Station, NY 11746",40.828774,-73.410236,1,rooftop,19,W Jericho Tpke,,,Huntington Station,NY,Suffolk County,11746,US,Suffolk
"2079 Smith Haven Plz, Lake Grove, NY 11755",40.868546,-73.128817,1,rooftop,2079,Smith Haven Plz,,,Lake Grove,NY,Suffolk County,11755,US,Suffolk
"3631 Hempstead Tpke, Levittown, NY 11756",40.725774,-73.502739,1,range_interpolation,3631,Hempstead Tpke,,,Levittown,NY,Nassau County,11756,US,TIGER/Line® dataset from the US Census Bureau
"683 Sunrise Hwy, Lynbrook, NY 11563",40.655399,-73.676457,1,rooftop,683,Sunrise Hwy,,,Lynbrook,NY,Nassau County,11563,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"5165 Merrick Rd, Massapequa Pk, NY 11762",40.667063,-73.445598,1,rooftop,5165,Merrick Rd,,,Massapequa Park,NY,Nassau County,11762,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2590 Hylan Blvd, Staten Island, NY 10306",40.567951,-74.110699,1,rooftop,2590,Hylan Blvd,,,Staten Island,NY,Richmond County,10306,US,City of New York
"3571 Long Beach Rd, Oceanside, NY 11572",40.622875,-73.638558,1,rooftop,3571,Long Beach Rd,,,Oceanside,NY,Nassau County,11572,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"377 S Oyster Bay Rd, Plainview, NY 11803",40.785592,-73.501974,1,rooftop,377,S Oyster Bay Rd,,,Plainview,NY,Nassau County,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"67 Shore Rd, Port Washington, NY 11050",40.837765,-73.702976,1,range_interpolation,67,Shore Rd,,,Port Washington,NY,Nassau County,11050,US,TIGER/Line® dataset from the US Census Bureau
"5505 Myrtle Ave, Ridgewood, NY 11385",40.699985,-73.908373,1,rooftop,55-5,Myrtle Ave,,,Ridgewood,NY,Queens County,11385,US,City of New York
"1842 Old Country Rd, Riverhead, NY 11901",40.926841,-72.689622,1,range_interpolation,1842,Old Country Rd,,,Riverhead,NY,Suffolk County,11901,US,TIGER/Line® dataset from the US Census Bureau
"243 Merrick Rd, Rockville Centre, NY 11570",40.65657,-73.646936,1,rooftop,243,Merrick Rd,,,Rockville Centre,NY,Nassau County,11570,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1033 Northern Blvd, Roslyn, NY 11576",40.797847,-73.667328,1,rooftop,1033,Northern Blvd,,,Roslyn,NY,Nassau County,11576,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1 Miller Pl Ste C, Smithtown, NY 11787",40.855111,-73.190936,1,rooftop,1,Miller Pl,Ste,C,Smithtown,NY,Suffolk County,11787,US,Suffolk
"103 Jackson Ave, Syosset, NY 11791",40.823168,-73.501516,1,rooftop,103,Jackson Ave,,,Syosset,NY,Nassau County,11791,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"199 Amsterdam Ave, New York, NY 10023",40.776861,-73.982685,1,rooftop,199,Amsterdam Ave,,,New York,NY,New York County,10023,US,City of New York
"595 Hempstead Tpke, West Hempstead, NY 11552",40.706146,-73.661571,0.8,rooftop,595,Hempstead Tpke,,,Franklin Square,NY,Nassau County,11010,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"434 Union Blvd, West Islip, NY 11795",40.707281,-73.300532,1,rooftop,434,Union Blvd,,,West Islip,NY,Suffolk County,11795,US,Suffolk
"255 Lafayette Ave, Suffern, NY 10901",41.111604,-74.135044,1,rooftop,255,Lafayette Ave,,,Suffern,NY,Rockland County,10901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"255 Lafayette Ave. (Route 59), Suffern, NY 10901",41.111604,-74.135044,1,rooftop,255,Lafayette Ave,,,Suffern,NY,Rockland County,10901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"415 Northern Blvd, Great Neck, NY 11021",40.779126,-73.723684,1,rooftop,415,Northern Blvd,,,Great Neck,NY,Nassau County,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"795 Manhattan Ave, Brooklyn, NY 11222",40.727675,-73.953148,1,rooftop,795,Manhattan Ave,,,Brooklyn,NY,Kings County,11222,US,City of New York
"Anthony Wayne Recreational Area off Palisades Interstate Pkwy - off Exit 17, Bear Mountain, NY 10911",41.31287,-74.00625,1,place,,,,,Bear Mountain,NY,Rockland County,10911,US,TIGER/Line® dataset from the US Census Bureau
